"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower2","Upper2","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Match"
"299","904M21764",2018,0.45753471,2.74681984681985,"DS_Mag_50","NAT",0.55753471,457.98,"NAT",-11.2137267672896,1.96772076875167,"No","No",28.3636758693945,"Yes"
"300","SMC00198",2014,0.81475321,1.39869272394273,"DS_Mag_50","NAT",0.91475321,100.09,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"301","SMC00910",2009,0.54781505,0.991033799533799,"DS_Mag_50","SB0",0.64781505,934.38,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"302","SMC01049",2014,0.64079334,0.487665501165502,"DS_Mag_50","NAT",0.74079334,965.83,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"303","SMC01384",2018,0.86542252,5.94519821844822,"DS_Mag_50","NAT",0.96542252,100.08,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",66.9023521764885,"Yes"
"304","ME-VR2",2010,0.56195227,3.13886163836162,"DS_Mag_50","SB1",0.66195227,202.62,"NAT",-11.2137267672896,1.96772076875167,"No","No",37.311006490278,"Yes"
"305","SMC01726",2010,0.58924433,45.3482225274725,"DS_Mag_50","HB",0.68924433,82.25,"NAT",-11.2137267672896,1.96772076875167,"No","No",95.6608646181014,"Yes"
"306","SMC02712",2012,0.91005712,0.167544455544456,"DS_Mag_50","NAT",1.01005712,101.47,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"307","SMC05702",2010,0.51430547,11.4625168165168,"DS_Mag_50","NAT",0.61430547,5.15,"NAT",-11.2137267672896,1.96772076875167,"No","No",82.8334317824834,"Yes"
"308","SMC05902",2011,0.54576501,1.54643156843157,"DS_Mag_50","HB",0.64576501,569.7,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"309","SMC00198",2021,0.78614815,1.39869272394273,"DS_Mag_50","NAT",0.88614815,100.09,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"310","402M00191",2022,0.85109692,3.10044846819847,"DS_Mag_50","NAT",0.95109692,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",36.5343178919202,"Yes"
"311","412M08599",2021,0.77164935,15.5684452214452,"DS_Mag_50","SB2",0.87164935,100.01,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.3608395651405,"Yes"
"312","SMC17432",2021,0.37948423,22.6159293206793,"DS_Mag_50","HB",0.47948423,7.03,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Yes"
"313","SMC00710",2022,0.66050361,15.2876224608724,"DS_Mag_50","NAT",0.76050361,73.79,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.1286671698761,"Yes"
"314","SMC04008",2012,0.82131893,7.4687977022977,"DS_Mag_50","SB1",0.92131893,100.02,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",73.6541161351,"Yes"
"315","SMC04132",2012,0.64231609,9.82134632034632,"DS_Mag_50","HB",0.74231609,47.96,"NAT",-11.2137267672896,1.96772076875167,"No","No",79.9648571125605,"Yes"
"316","SMC04756",2014,0.65494459,3.42300133200134,"DS_Mag_50","SB0",0.75494459,27.17,"NAT",-11.2137267672896,1.96772076875167,"No","No",42.5147530514925,"Yes"
"317","SMC05109",2014,0.58092846,-0.364555694305694,"DS_Mag_50","NAT",0.68092846,4825.05,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"318","412WE0552",2015,0.9916158,1.06290268065268,"DS_Mag_50","NAT",1.0916158,99.73,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"319","SMC00574",2008,0.19831576,22.6159293206793,"DS_Mag_50","HB",0.29831576,47.27,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Yes"
"320","801CYC114",2008,0.86886675,-0.824421744921746,"DS_Mag_50","SB1",0.96886675,377.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"321","801EBC126",2008,0.51904241,-28.7229852647352,"DS_Mag_50","NAT",0.61904241,27.23,"NAT",-11.2137267672896,1.96772076875167,"No","No",60.9590484278202,"Yes"
"322","802HYC496",2008,0.86759659,0.20360631035631,"DS_Mag_50","NAT",0.96759659,98.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"323","ME-SCR",2016,0.46798068,15.652027972028,"DS_Mag_50","NAT",0.56798068,6.13,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"324","ME-SCR",2015,0.48849272,15.652027972028,"DS_Mag_50","NAT",0.58849272,13.8,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"325","ME-SCR",2010,0.74145995,15.652027972028,"DS_Mag_50","NAT",0.84145995,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"326","ME-SCR",2011,0.62512939,15.652027972028,"DS_Mag_50","NAT",0.72512939,61.08,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"327","SMC00873",2020,0.64883298,0.710446137196138,"DS_Mag_50","NAT",0.74883298,564.43,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"328","SMC00873",2009,0.67549758,0.710446137196138,"DS_Mag_50","NAT",0.77549758,325.15,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"329","SMC00873",2014,0.80158903,0.710446137196138,"DS_Mag_50","NAT",0.90158903,99.94,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"330","801STW051",2006,0.47856643,2.10003513153513,"DS_Mag_50","NAT",0.57856643,569.99,"NAT",-11.2137267672896,1.96772076875167,"No","No",6.3005785377856,"Yes"
"331","801SAN068",2008,0.81384627,-9.70544180819181,"DS_Mag_50","NAT",0.91384627,48.84,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"332","801STC071",2008,0.67051649,0.964165584415586,"DS_Mag_50","NAT",0.77051649,248.92,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"333","801XXX112",2008,0.8254854,0.593027056277057,"DS_Mag_50","NAT",0.9254854,99.49,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"334","801XXX118",2008,0.73455533,-0.742330919080919,"DS_Mag_50","NAT",0.83455533,431.07,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"335","801CYC121",2007,0.62785727,-0.644681734931736,"DS_Mag_50","SB0",0.72785727,2295.71,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"336","801STC149",2008,0.92506659,2.42083624708625,"DS_Mag_50","NAT",1.02506659,99.97,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",18.71731220482,"Yes"
"337","801SJR159",2007,0.42759394,-2.8034234931735,"DS_Mag_50","NAT",0.52759394,787.25,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"338","801SAR165",2008,0.6596796,30.7700565268065,"DS_Mag_50","SB0",0.7596796,86.81,"NAT",-11.2137267672896,1.96772076875167,"No","No",93.6050791228238,"Yes"
"339","802INC172",2006,0.45912239,-0.26521694971695,"DS_Mag_50","NAT",0.55912239,8773.95,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"340","801BRC184",2009,0.86066201,-3.86612146187146,"DS_Mag_50","NAT",0.96066201,1.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"341","801STW208",2007,0.5852404,0.353968281718281,"DS_Mag_50","NAT",0.6852404,2234.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"342","801ETC226",2006,0.71730206,0.373240342990342,"DS_Mag_50","NAT",0.81730206,99.13,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"343","801MIC370",2007,0.63835211,-14.5307152014652,"DS_Mag_50","NAT",0.73835211,2,"NAT",-11.2137267672896,1.96772076875167,"No","No",22.8274271994618,"Yes"
"344","801CYC398",2007,0.70761238,-0.824421744921746,"DS_Mag_50","SB1",0.80761238,1056.5,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"345","801SDC504",2008,0.29383873,14.8992266067266,"DS_Mag_50","SB1",0.39383873,123.5,"NAT",-11.2137267672896,1.96772076875167,"No","No",86.7931348338356,"Yes"
"346","801STW613",2009,0.54734921,2.14809348984349,"DS_Mag_50","NAT",0.64734921,378.01,"NAT",-11.2137267672896,1.96772076875167,"No","No",8.39687480757469,"Yes"
"347","801EBC686",2007,0.66185253,-28.2177174492174,"DS_Mag_50","NAT",0.76185253,52.77,"NAT",-11.2137267672896,1.96772076875167,"No","No",60.259979257817,"Yes"
"348","901ATCDOS",2017,0.34272631,1.33104995004995,"DS_Mag_50","SB2",0.44272631,1781.3,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"349","402M00015",2016,0.69814951,0.80007350982351,"DS_Mag_50","NAT",0.79814951,62.49,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"350","402SNPMCR",2014,1.01181025,1.22914552114552,"DS_Mag_50","NAT",1.11181025,100.07,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"351","SMC20032",2010,0.28858026,22.6159293206793,"DS_Mag_50","HB",0.38858026,47.27,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Yes"
"352","SMC19945",2013,0.99119816,0.596591075591076,"DS_Mag_50","NAT",1.09119816,100.57,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"353","SMC21921",2013,0.3158459,2.49595596070596,"DS_Mag_50","HB",0.4158459,1115,"NAT",-11.2137267672896,1.96772076875167,"No","No",21.1636423186282,"Yes"
"354","SMC20994",2013,0.54383597,1.54643156843157,"DS_Mag_50","HB",0.64383597,576.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"355","SMC19809",2013,0.94319412,1.26742932067932,"DS_Mag_50","NAT",1.04319412,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"356","SMC21796",2013,0.49156904,33.4043914418914,"DS_Mag_50","HB",0.59156904,60.14,"NAT",-11.2137267672896,1.96772076875167,"No","No",94.1093949513356,"Yes"
"357","SMC35697",2010,0.80361567,3.13886163836162,"DS_Mag_50","NAT",0.90361567,100.04,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",37.311006490278,"Yes"
"358","SMC33179",2013,0.97632378,5.8504443056943,"DS_Mag_50","NAT",1.07632378,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",66.3663020116871,"Yes"
"359","SMC35837",2012,0.62403347,-2.8034234931735,"DS_Mag_50","NAT",0.72403347,458.72,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"360","SMC32718",2010,0.80344582,1.42500116550116,"DS_Mag_50","NAT",0.90344582,99.65,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"361","SMC00899",2021,0.23630233,-26.87806002331,"DS_Mag_50","HB",0.33630233,6.85,"NAT",-11.2137267672896,1.96772076875167,"No","No",58.2792554315137,"Yes"
"362","ME-SCR",2017,0.51612788,15.652027972028,"DS_Mag_50","NAT",0.61612788,23.64,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"363","ME-SCR",2014,0.51544235,15.652027972028,"DS_Mag_50","NAT",0.61544235,23.38,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"364","ME-SCR",2013,0.71436418,15.652027972028,"DS_Mag_50","NAT",0.81436418,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"365","901S00531",2021,0.39622442,5.10724550449551,"DS_Mag_50","HB",0.49622442,283.71,"NAT",-11.2137267672896,1.96772076875167,"No","No",61.4719760971029,"Yes"
"366","901S00531",2009,0.47473209,5.10724550449551,"DS_Mag_50","HB",0.57473209,179.74,"NAT",-11.2137267672896,1.96772076875167,"No","No",61.4719760971029,"Yes"
"367","SMC00873",2017,0.57948929,0.710446137196138,"DS_Mag_50","NAT",0.67948929,1106.35,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"368","SMC00873",2015,0.7222664,0.710446137196138,"DS_Mag_50","NAT",0.8222664,99.94,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"369","SMC00873",2016,0.62344358,0.710446137196138,"DS_Mag_50","NAT",0.72344358,771.35,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"370","SMC00873",2019,0.70721881,0.710446137196138,"DS_Mag_50","NAT",0.80721881,35.19,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"371","ME-SCR",2018,0.63308828,15.652027972028,"DS_Mag_50","NAT",0.73308828,63.95,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Yes"
"372","404M04674",2019,0.43666498,1.9090805028305,"DS_Mag_50","SB2",0.53666498,772.62,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"373","801M12675",2019,0.49640118,15.0697981185481,"DS_Mag_50","SB0",0.59640118,13.47,"NAT",-11.2137267672896,1.96772076875167,"No","No",86.9426202443298,"Yes"
"374","901M14149",2019,0.65647705,1.66288378288378,"DS_Mag_50","NAT",0.75647705,156.35,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"375","402M00058",2019,0.74653736,0.91200183150183,"DS_Mag_50","NAT",0.84653736,99.78,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"376","402M00114",2018,0.84854225,1.33734315684316,"DS_Mag_50","NAT",0.94854225,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"377","403STC064",2011,1.01152816,0.591120129870131,"DS_Mag_50","NAT",1.11152816,99.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"378","403WE0534",2017,0.74880112,6.47824991674993,"DS_Mag_50","NAT",0.84880112,100.03,"NAT",-11.2137267672896,1.96772076875167,"No","No",69.6257354372204,"Yes"
"379","403WE0560",2018,0.77916871,0.156581168831168,"DS_Mag_50","NAT",0.87916871,102.18,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"380","408S00036",2008,0.51206109,9.82134632034632,"DS_Mag_50","SB2",0.61206109,23.93,"NAT",-11.2137267672896,1.96772076875167,"No","No",79.9648571125605,"Yes"
"381","412PS0020",2008,0.43186577,52.4084040126539,"DS_Mag_50","HB",0.53186577,67.6,"NAT",-11.2137267672896,1.96772076875167,"No","No",96.2454098616005,"Yes"
"382","907SDBOC2",2022,1.13751762,2.49191791541792,"DS_Mag_50","NAT",1.23751762,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Yes"
"383","801BNC530",2014,0.81367679,-1.60154853479853,"DS_Mag_50","NAT",0.91367679,146.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"384","801CYC398",2016,1.03554731,-0.824421744921746,"DS_Mag_50","SB1",1.13554731,377.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"385","801MIC370",2007,0.8048265,-14.5307152014652,"DS_Mag_50","NAT",0.9048265,65.79,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",22.8274271994618,"Yes"
"386","801SDC504",2012,0.38364989,14.8992266067266,"DS_Mag_50","SB1",0.48364989,38.66,"NAT",-11.2137267672896,1.96772076875167,"No","No",86.7931348338356,"Yes"
"387","801STW051",2006,0.57490221,2.10003513153513,"DS_Mag_50","NAT",0.67490221,319.52,"NAT",-11.2137267672896,1.96772076875167,"No","No",6.3005785377856,"Yes"
"388","801WE1008",2016,0.81311069,-1.60154853479853,"DS_Mag_50","NAT",0.91311069,146.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"389","801XXX112",2008,0.57298824,0.593027056277057,"DS_Mag_50","NAT",0.67298824,1402.97,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"390","902S00565",2009,0.83551237,2.72680436230436,"DS_Mag_50","NAT",0.93551237,100.12,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",27.8378457965795,"Yes"
"391","903SLGRD2",2003,0.70505934,0.30654254079254,"DS_Mag_50","NAT",0.80505934,120.7,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"392","903SLGRD2",2008,0.86832347,0.30654254079254,"DS_Mag_50","NAT",0.96832347,101.13,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"393","903WE0900",2002,0.62768791,0.46352355977356,"DS_Mag_50","NAT",0.72768791,1184.41,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"394","905DGUT1x",2010,1.13876134,0.355935314685315,"DS_Mag_50","NAT",1.23876134,101.14,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"395","907CONECR",2007,0.75328458,0.368305444555444,"DS_Mag_50","NAT",0.85328458,100.46,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"396","907SSDR11",2008,0.75573851,0.668890193140191,"DS_Mag_50","NAT",0.85573851,100.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"397","911TJWIL3",2011,1.21915586,1.41285797535797,"DS_Mag_50","NAT",1.31915586,99.8,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"398","907SDR1xx",1999,0.57828619,0.375597485847486,"DS_Mag_50","NAT",0.67828619,2199.16,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"399","907M23385",2019,0.70125632,0.668890193140191,"DS_Mag_50","NAT",0.80125632,53.82,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"400","907SDRS2x",1996,0.74457342,0.375597485847486,"DS_Mag_50","SB0",0.84457342,101.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"401","403S00772",2009,0.98103291,0.743972027972027,"DS_Mag_50","NAT",1.08103291,99.47,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"402","403STC009",2001,0.93665043,8.47131793206794,"DS_Mag_50","NAT",1.03665043,99.98,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",76.7719641202118,"Yes"
"403","403WE0540",2017,0.87474137,1.25298176823177,"DS_Mag_50","NAT",0.97474137,99.76,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"404","403WE0560",2000,0.75972939,0.156581168831168,"DS_Mag_50","NAT",0.85972939,102.18,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"405","403WE0795",2001,0.94008027,1.28654612054612,"DS_Mag_50","NAT",1.04008027,100.27,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"406","907M23367",2018,0.97591222,2.49191791541792,"DS_Mag_50","NAT",1.07591222,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Yes"
"407","408BH5Cxx",2010,0.63007439,7.4687977022977,"DS_Mag_50","SB2",0.73007439,22.09,"NAT",-11.2137267672896,1.96772076875167,"No","No",73.6541161351,"Yes"
"408","904M21784",2019,0.66767341,2.35464493839494,"DS_Mag_50","HB",0.76767341,50.54,"NAT",-11.2137267672896,1.96772076875167,"No","No",16.4323785439608,"Yes"
"409","904M21782",2019,0.51222084,0.762981268731267,"DS_Mag_50","HB",0.61222084,1494.14,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"410","801CBN012",2006,0.72571,1.63123692973693,"DS_Mag_50","NAT",0.82571,99.92,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"411","801CYC121",2007,0.78190452,-0.644681734931736,"DS_Mag_50","SB0",0.88190452,510.33,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"412","802HYC496",2008,0.33442945,0.20360631035631,"DS_Mag_50","NAT",0.43442945,12799.21,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"413","802SJC453",2007,0.77882708,-2.8034234931735,"DS_Mag_50","NAT",0.87882708,40.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"414","901TCSMP1",2010,0.5268859,0.259058025308026,"DS_Mag_50","NAT",0.6268859,4288.61,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"415","902S01097",2009,1.04778973,1.84658000333,"DS_Mag_50","NAT",1.14778973,100.19,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"416","907SDBOC2",2007,0.79330176,2.49191791541792,"DS_Mag_50","NAT",0.89330176,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Yes"
"417","907SDBOC2",2009,0.73545026,2.49191791541792,"DS_Mag_50","NAT",0.83545026,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","No",21.0358914080979,"Yes"
"418","907SDBOC2",2015,1.11688383,2.49191791541792,"DS_Mag_50","NAT",1.21688383,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Yes"
"419","911NCPCR2",2010,0.96405807,0.675540709290709,"DS_Mag_50","NAT",1.06405807,100.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"420","SMC00574",2017,0.29295757,22.6159293206793,"DS_Mag_50","HB",0.39295757,47.27,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Yes"
"421","907SDRS2x",1997,0.76250787,0.375597485847486,"DS_Mag_50","SB0",0.86250787,101.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"422","904M21761",2019,0.60729462,1.60547036297036,"DS_Mag_50","NAT",0.70729462,340.71,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"423","903WE0900",2021,1.14732173,0.46352355977356,"DS_Mag_50","NAT",1.24732173,99.24,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"424","402WE0803",2001,1.01464196,2.04173626373626,"DS_Mag_50","NAT",1.11464196,99.91,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",3.62512515936539,"Yes"
"425","SMC09564",2005,0.5289048,10.6977474192474,"DS_Mag_50","SB0",0.6289048,5.23,"NAT",-11.2137267672896,1.96772076875167,"No","No",81.6062139847185,"Yes"
"426","403WE0560",2000,0.99460194,0.156581168831168,"DS_Mag_50","NAT",1.09460194,102.18,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"427","412BH1Axx",2010,0.54226137,-1.53748817848818,"DS_Mag_50","SB0",0.64226137,1189.6,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"428","412WE0563",2001,0.91879409,1.12188952713953,"DS_Mag_50","NAT",1.01879409,99.83,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"429","801CJW027",2012,0.96782576,3.26169755244756,"DS_Mag_50","NAT",1.06782576,99.95,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",39.6718813712478,"Yes"
"430","801CYC398",2014,0.93351819,-0.824421744921746,"DS_Mag_50","SB1",1.03351819,377.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"431","801RB8312",2017,0.71729343,19.3997552447553,"DS_Mag_50","NAT",0.81729343,100,"NAT",-11.2137267672896,1.96772076875167,"No","No",89.8569814725697,"Yes"
"432","801S03971",2014,0.15266242,15.2521451881452,"DS_Mag_50","SB2",0.25266242,118.34,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.0987277889205,"Yes"
"433","801WE1008",2013,0.84371671,-1.60154853479853,"DS_Mag_50","NAT",0.94371671,146.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"434","901ATCDOS",2014,0.63923608,1.33104995004995,"DS_Mag_50","SB2",0.73923608,297.51,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"435","904AHC004",2008,0.59651296,1.16679054279054,"DS_Mag_50","SB0",0.69651296,556.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"436","905DGCC1x",2017,0.75710915,0.396754911754912,"DS_Mag_50","NAT",0.85710915,100.82,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"437","802SWC020",2006,0.98479572,0.37677331002331,"DS_Mag_50","NAT",1.08479572,100.86,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"438","904AHC004",2010,0.20220129,1.16679054279054,"DS_Mag_50","SB0",0.30220129,2754.56,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"439","905DGUT1x",2010,1.20004632,0.355935314685315,"DS_Mag_50","NAT",1.30004632,101.14,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"440","905SDYSA7",2001,0.83286105,0.0525892440892443,"DS_Mag_50","NAT",0.93286105,95.08,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"441","907SDBOC2",2017,1.17697086,2.49191791541792,"DS_Mag_50","NAT",1.27697086,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Yes"
"442","907SDSVC3",2005,0.74962394,0.0801383616383615,"DS_Mag_50","NAT",0.84962394,99.83,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"443","911NCPCR2",2010,1.16223701,0.675540709290709,"DS_Mag_50","NAT",1.26223701,100.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"444","402MTCUNF",2012,1.13771921,1.03200882450883,"DS_Mag_50","NAT",1.23771921,99.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"445","403CE0156",2005,0.51242703,1.87352355977356,"DS_Mag_50","NAT",0.61242703,548.7,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"446","403S01195",2009,0.82824503,0.291144272394275,"DS_Mag_50","NAT",0.92824503,99.61,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"447","403S06315",2012,0.92119231,0.605660006660007,"DS_Mag_50","NAT",1.02119231,100.72,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"448","403STC024",2001,1.16864894,10.4159166666667,"DS_Mag_50","NAT",1.26864894,100.04,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",81.1085204334552,"Yes"
"449","403STC026",2003,0.89572051,1.6790467032967,"DS_Mag_50","NAT",0.99572051,100.06,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"450","403STCSSP",2003,0.74369945,0.684949383949385,"DS_Mag_50","NAT",0.84369945,99.28,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Yes"
"451","403WE0501",2001,1.0714429,1.08466791541792,"DS_Mag_50","NAT",1.1714429,99.57,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
"452","403WE0501",2001,1.04932455,1.08466791541792,"DS_Mag_50","NAT",1.14932455,99.57,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Yes"
