"","hydro.endpoints","masterid","sampleyear","ChannelType","PredCSCI","csci_Incr","MetricValue","RelChangeInDeltaINC","BioStatus","FlowStatus2","BOFlows","Action","Standard","Modified","RefImprovement","INCImprovement","BOImprovement","MaxScore"
"407","FA_Mag","SMC08335",2010,"NAT",0.832167038521013,0.932167038521013,0.79271796,0,"Above Reference","Within Reference",NA,"No Action/Protect",548.4243366886,NA,"No Action","No Action","No Action",0.79271796
"408","FA_Mag","SMC20497",2013,"NAT",0.829713024407837,0.929713024407837,0.67961298,0,"Below Best Observed","Within Reference",NA,"Non-flow related",329.340533070332,NA,"Non-flow related","Non-flow related","Non-flow related",0.67961298
"409","FA_Mag","SMC21822",2010,"SB1",0.715627531954871,0.815627531954871,0.74802815,36.86,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",50.2638170771897,NA,"Over 50%","10 - 50%",NA,0.74802815
"410","FA_Mag","SMC20032",2019,"HB",0.362870638765995,0.462870638765995,0.37813902,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.37813902
"411","FA_Mag","SMC19697",2013,"NAT",0.832167038521013,0.932167038521013,0.77587468,0,"Below Best Observed","Within Reference",NA,"Non-flow related",548.4243366886,NA,"Non-flow related","Non-flow related","Non-flow related",0.77587468
"412","FA_Mag","412M08630",2017,"HB",0.412588219993155,0.512588219993155,0.31807442,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",89.8600165546383,70.5923213556223,"Over 50%","Less than 10%","Over 50%",0.31807442
"413","FA_Mag","902M18893",2017,"NAT",0.838635950441234,0.938635950441234,0.80896179,0,"Above Reference","Within Reference",NA,"No Action/Protect",382.024152152774,NA,"No Action","No Action","No Action",0.80896179
"414","FA_Mag","SMC00190",2008,"HB",0.507277210890924,0.607277210890924,0.41560858,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",20.532478491187,249.564712090391,"Non-flow related","Non-flow related","Non-flow related",0.41560858
"415","FA_Mag","SMC01158",2009,"NAT",0.819929544607186,0.919929544607186,0.49183638,0,"Below Best Observed","Within Reference",NA,"Non-flow related",110.708402307959,NA,"Non-flow related","Non-flow related","Non-flow related",0.49183638
"416","FA_Mag","SMC08094",2012,"SB2",0.475753412680283,0.575753412680283,0.49320633,39.04,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",47.4344262855176,30.0336695957369,"10 - 50%","10 - 50%","10 - 50%",0.49320633
"417","FA_Mag","SMC09118",2013,"SB2",0.475753412680283,0.575753412680283,0.38672401,39.04,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",47.4344262855176,30.0336695957369,"10 - 50%","10 - 50%","10 - 50%",0.38672401
"418","FA_Mag","SMC02152",2010,"NAT",0.822073735033109,0.922073735033109,0.53676253,0,"Below Best Observed","Within Reference",NA,"Non-flow related",133.820838693535,NA,"Non-flow related","Non-flow related","Non-flow related",0.53676253
"419","FA_Mag","SMC05332",2012,"SB1",0.838195496247262,0.938195496247262,0.66888292,0,"Below Best Observed","Within Reference",NA,"Non-flow related",55.9093163164852,NA,"Non-flow related","Non-flow related","Non-flow related",0.66888292
"420","FA_Mag","SMC13391",2012,"NAT",0.831837236011576,0.931837236011576,0.88988338,0,"Above Reference","Within Reference",NA,"No Action/Protect",504.023228336801,NA,"No Action","No Action","No Action",0.88988338
"421","FA_Mag","SMC03110",2011,"NAT",0.83773229383252,0.93773229383252,0.60435928,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1223.83022655172,NA,"Non-flow related","Non-flow related","Non-flow related",0.60435928
"422","FA_Mag","SMC04682",2011,"NAT",0.830231643569715,0.930231643569715,1.07793013,0,"Above Reference","Within Reference",NA,"No Action/Protect",360.279181862749,NA,"No Action","No Action","No Action",1.07793013
"423","FA_Mag","SMC08150",2014,"NAT",0.783765380493356,0.883765380493356,0.73153765,0,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",8.69909320713437,NA,"Less than 10%","Less than 10%",NA,0.73153765
"424","FA_Mag","801M16973",2018,"NAT",0.806433925035231,0.906433925035231,0.73132663,0,"Below Best Observed","Within Reference",NA,"Non-flow related",36.6305796257729,NA,"Non-flow related","Non-flow related","Non-flow related",0.73132663
"425","FA_Mag","SMC04532",2012,"HB",0.485177027912873,0.585177027912873,0.64466926,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",21.1360661508393,128.718837241144,"10 - 50%","Less than 10%",NA,0.64466926
"426","FA_Mag","905M21721",2015,"NAT",0.818554312749667,0.918554312749667,0.67998428,0,"Below Best Observed","Within Reference",NA,"Non-flow related",98.605954860411,NA,"Non-flow related","Non-flow related","Non-flow related",0.67998428
"427","FA_Mag","906M21770",2018,"HB",0.460544103195808,0.560544103195808,0.61784957,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",41.9716418985714,68.2921196570859,"10 - 50%","Less than 10%",NA,0.61784957
"428","FA_Mag","SMC01772",2012,"HB",0.459781509106077,0.559781509106077,0.5946632,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",42.4492827229907,66.9068799328157,"10 - 50%","Less than 10%",NA,0.5946632
"429","FA_Mag","SMC01824",2012,"HB",0.514861309911001,0.614861309911001,0.60387461,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",53.1041176053085,344.028011872885,"Non-flow related","Non-flow related","Non-flow related",0.60387461
"430","FA_Mag","SMC03646",2013,"HB",0.456615858111885,0.556615858111885,0.53242816,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",44.3622800067916,61.3588620615125,"10 - 50%","Less than 10%",NA,0.53242816
"431","FA_Mag","SMC06863",2011,"NAT",0.828196552105096,0.928196552105096,0.9775222,0,"Above Reference","Within Reference",NA,"No Action/Protect",261.8474914536,NA,"No Action","No Action","No Action",0.9775222
"432","FA_Mag","SMC16045",2012,"HB",0.512982734644457,0.612982734644457,0.50959439,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",43.0102022495883,314.753938533016,"Non-flow related","Non-flow related","Non-flow related",0.50959439
"433","FA_Mag","402M00002",2015,"NAT",0.829713024407837,0.929713024407837,0.70665225,0,"Below Best Observed","Within Reference",NA,"Non-flow related",329.340533070332,NA,"Non-flow related","Non-flow related","Non-flow related",0.70665225
"434","FA_Mag","SMC01320",2022,"NAT",0.834949300565664,0.934949300565664,1.01914883,0,"Above Reference","Within Reference",NA,"No Action/Protect",2170.87849409317,NA,"No Action","No Action","No Action",1.01914883
"435","FA_Mag","SMC02656",2018,"HB",0.51931510415567,0.61931510415567,0.46463614,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",87.1405402464178,442.739433309358,"Non-flow related","Non-flow related","Non-flow related",0.46463614
"436","FA_Mag","801M16957",2019,"NAT",0.824577936913679,0.924577936913679,0.48212764,0,"Below Best Observed","Within Reference",NA,"Non-flow related",170.665154853304,NA,"Non-flow related","Non-flow related","Non-flow related",0.48212764
"437","FA_Mag","412M08602",2015,"HB",0.456615858111885,0.556615858111885,0.41044659,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",44.3622800067916,61.3588620615125,"10 - 50%","Less than 10%",NA,0.41044659
"438","FA_Mag","412M08616",2016,"HB",0.496876260142959,0.596876260142959,0.48068983,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",4.25266130028104,177.683586241327,"Less than 10%","Less than 10%",NA,0.48068983
"439","FA_Mag","SMC17056",2009,"NAT",0.827405546388647,0.927405546388647,0.72649786,0,"Below Best Observed","Within Reference",NA,"Non-flow related",235.751755515838,NA,"Non-flow related","Non-flow related","Non-flow related",0.72649786
"440","FA_Mag","SMC04294",2013,"NAT",0.833515590149576,0.933515590149576,0.78366223,0,"Below Best Observed","Within Reference",NA,"Non-flow related",856.124329720742,NA,"Non-flow related","Non-flow related","Non-flow related",0.78366223
"441","FA_Mag","412M08642",2018,"HB",0.451553047103863,0.551553047103863,0.69076579,0,"Above Best Observed","Outside Reference","Within BO","Identify improvement needed",47.2120392086503,53.0940751145031,"10 - 50%","Less than 10%",NA,0.69076579
"442","FA_Mag","404M04672",2020,"NAT",0.720661653144563,0.820661653144563,0.7231196,40.91,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",50.6512086559037,NA,"Over 50%","10 - 50%",NA,0.7231196
"443","FA_Mag","SMC05968",2020,"NAT",0.832875280237204,0.932875280237204,0.92788204,0,"Above Reference","Within Reference",NA,"No Action/Protect",675.976072106245,NA,"No Action","No Action","No Action",0.92788204
"444","FA_Mag","906M21758",2017,"NAT",0.793047835520503,0.893047835520503,0.76665115,0,"Below Best Observed","Within Reference",NA,"Non-flow related",4.99458493953815,NA,"Non-flow related","Non-flow related","Non-flow related",0.76665115
"445","FA_Mag","SMC05407",2011,"NAT",0.820065737796444,0.920065737796444,1.01209826,0,"Above Reference","Within Reference",NA,"No Action/Protect",112.008644982881,NA,"No Action","No Action","No Action",1.01209826
"446","FA_Mag","403M05774",2016,"NAT",0.826373199391435,0.926373199391435,0.76272586,0,"Below Best Observed","Within Reference",NA,"Non-flow related",207.838559878328,NA,"Non-flow related","Non-flow related","Non-flow related",0.76272586
"447","FA_Mag","SMC01979",2011,"NAT",0.826479778396434,0.926479778396434,0.94480292,0,"Above Reference","Within Reference",NA,"No Action/Protect",210.455823036083,NA,"No Action","No Action","No Action",0.94480292
"448","FA_Mag","SMC03929",2012,"NAT",0.79335616658712,0.89335616658712,0.73059828,0,"Below Best Observed","Within Reference",NA,"Non-flow related",5.5325342968787,NA,"Non-flow related","Non-flow related","Non-flow related",0.73059828
"449","FA_Mag","SMC06740",2013,"HB",0.522421115613092,0.622421115613092,0.52573471,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",127.53103456505,559.878744592281,"Non-flow related","Non-flow related","Non-flow related",0.52573471
"450","FA_Mag","SMC22521",2013,"HB",0.512982734644457,0.612982734644457,0.49731068,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",43.0102022495883,314.753938533016,"Non-flow related","Non-flow related","Non-flow related",0.49731068
"451","FA_Mag","SMC00236",2021,"HB",0.510128721543703,0.610128721543703,0.44057374,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",30.5426441308603,278.595896992686,"Non-flow related","Non-flow related","Non-flow related",0.44057374
"452","FA_Mag","412M08646",2019,"HB",0.514525706052277,0.614525706052277,0.63867762,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",51.164718202966,338.403423362016,"Non-flow related","Non-flow related","Non-flow related",0.63867762
"453","FA_Mag","SMC12862",2019,"HB",0.362870638765995,0.462870638765995,0.36552573,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.36552573
"454","FA_Mag","SMC04121",2012,"NAT",0.822794796342009,0.922794796342009,0.51538713,0,"Below Best Observed","Within Reference",NA,"Non-flow related",143.112846161456,NA,"Non-flow related","Non-flow related","Non-flow related",0.51538713
"455","FA_Mag","SMC04880",2012,"NAT",0.83132333315685,0.93132333315685,0.9317443,0,"Above Reference","Within Reference",NA,"No Action/Protect",447.355448338842,NA,"No Action","No Action","No Action",0.9317443
"456","FA_Mag","901M14134",2016,"NAT",0.829837073905645,0.929837073905645,0.66986137,0,"Below Best Observed","Within Reference",NA,"Non-flow related",336.278788874417,NA,"Non-flow related","Non-flow related","Non-flow related",0.66986137
"457","FA_Mag","SMC00345",2011,"NAT",0.827711640813155,0.927711640813155,0.5701193,0,"Below Best Observed","Within Reference",NA,"Non-flow related",245.287801600705,NA,"Non-flow related","Non-flow related","Non-flow related",0.5701193
"458","FA_Mag","SMC02988",2014,"HB",0.518556173576914,0.618556173576914,0.64388338,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",79.9290964253571,421.825018251931,"Non-flow related","Non-flow related","Non-flow related",0.64388338
"459","FA_Mag","SMC07085",2011,"HB",0.512982734644457,0.612982734644457,0.46263341,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",43.0102022495883,314.753938533016,"Non-flow related","Non-flow related","Non-flow related",0.46263341
"460","FA_Mag","402M00042",2017,"NAT",0.829092969075274,0.929092969075274,0.66807478,0,"Below Best Observed","Within Reference",NA,"Non-flow related",298.291947401121,NA,"Non-flow related","Non-flow related","Non-flow related",0.66807478
"461","FA_Mag","402M00009",2015,"NAT",0.819838999232488,0.919838999232488,0.28871308,0,"Below Best Observed","Within Reference",NA,"Non-flow related",109.854878372052,NA,"Non-flow related","Non-flow related","Non-flow related",0.28871308
"462","FA_Mag","906M23361",2019,"NAT",0.742745092037187,0.842745092037187,0.68469947,29.34,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",40.9998226993332,NA,"10 - 50%","10 - 50%",NA,0.68469947
"463","FA_Mag","402M00127",2019,"NAT",0.830926755803913,0.930926755803913,0.65418093,0,"Below Best Observed","Within Reference",NA,"Non-flow related",411.444230060845,NA,"Non-flow related","Non-flow related","Non-flow related",0.65418093
"464","FA_Mag","404M07372",2019,"NAT",0.82482104832427,0.92482104832427,0.52934004,0,"Below Best Observed","Within Reference",NA,"Non-flow related",175.046675880691,NA,"Non-flow related","Non-flow related","Non-flow related",0.52934004
"465","FA_Mag","802M17015",2020,"NAT",0.832291512673468,0.932291512673468,0.95669495,0,"Above Reference","Within Reference",NA,"No Action/Protect",567.255223998322,NA,"No Action","No Action","No Action",0.95669495
"466","FA_Mag","404M07368",2018,"NAT",0.824406088395775,0.924406088395775,0.46191342,0,"Below Best Observed","Within Reference",NA,"Non-flow related",167.670745030581,NA,"Non-flow related","Non-flow related","Non-flow related",0.46191342
"467","FA_Mag","904M21713",2015,"HB",0.528602539949026,0.628602539949026,0.50790164,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",483.207557051526,1591.40122497824,"Non-flow related","Non-flow related","Non-flow related",0.50790164
"468","FA_Mag","SMC01257",2011,"SB2",0.621136891239802,0.721136891239802,0.68267913,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",329.660692953556,582.807966792712,"Non-flow related","Non-flow related","Non-flow related",0.68267913
"469","FA_Mag","801M12625",2015,"HB",0.338313308711274,0.438313308711274,0.39757171,34.87,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",43.6174065616717,6.6421470125547,"10 - 50%","10 - 50%",NA,0.39757171
"470","FA_Mag","SMC01912",2012,"HB",0.496996994890135,0.596996994890135,0.40445942,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",4.0337895986089,178.318351446004,"Less than 10%","Less than 10%",NA,0.40445942
"471","FA_Mag","SMC02206",2011,"SB2",0.622168332676865,0.722168332676865,0.52646484,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",387.366258031038,674.512468063995,"Non-flow related","Non-flow related","Non-flow related",0.52646484
"472","FA_Mag","SMC02417",2011,"HB",0.528602539949026,0.628602539949026,0.5792463,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",483.207557051526,1591.40122497824,"Non-flow related","Non-flow related","Non-flow related",0.5792463
"473","FA_Mag","SMC05524",2011,"SB2",0.621676732030717,0.721676732030717,0.63736343,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",357.721455010073,627.401554711482,"Non-flow related","Non-flow related","Non-flow related",0.63736343
"474","FA_Mag","412M08638",2017,"NAT",0.827269412472573,0.927269412472573,0.99199514,0,"Above Reference","Within Reference",NA,"No Action/Protect",231.714591210534,NA,"No Action","No Action","No Action",0.99199514
"475","FA_Mag","412M08640",2018,"HB",0.436104927588144,0.536104927588144,0.3487884,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.6723866774435,31.4577970949345,"Over 50%","Less than 10%",NA,0.3487884
"476","FA_Mag","403M01625",2020,"NAT",0.831402386410082,0.931402386410082,0.95499837,0,"Above Reference","Within Reference",NA,"No Action/Protect",455.249350510723,NA,"No Action","No Action","No Action",0.95499837
"477","FA_Mag","SMC01726",2019,"HB",0.407611739258142,0.507611739258142,0.42642806,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",89.4581260006294,69.4267703144211,"Over 50%","Less than 10%","Over 50%",0.42642806
"478","FA_Mag","907M23362",2017,"NAT",0.833256153871489,0.933256153871489,0.8851193,0,"Above Reference","Within Reference",NA,"No Action/Protect",772.611870936543,NA,"No Action","No Action","No Action",0.8851193
"479","FA_Mag","SMC03222",2012,"HB",0.526757114465769,0.626757114465769,0.58573482,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",266.773994028238,963.707037552523,"Non-flow related","Non-flow related","Non-flow related",0.58573482
"480","FA_Mag","SMC04175",2009,"NAT",0.831837236011576,0.931837236011576,0.8362015,0,"Above Reference","Within Reference",NA,"No Action/Protect",504.023228336801,NA,"No Action","No Action","No Action",0.8362015
"481","FA_Mag","403M05795",2017,"NAT",0.831945770307277,0.931945770307277,0.87747204,0,"Above Reference","Within Reference",NA,"No Action/Protect",517.832133470512,NA,"No Action","No Action","No Action",0.87747204
"482","FA_Mag","404M04599",2016,"NAT",0.823679467433694,0.923679467433694,1.02408172,0,"Above Reference","Within Reference",NA,"No Action/Protect",155.865064986047,NA,"No Action","No Action","No Action",1.02408172
"483","FA_Mag","404M07346",2015,"NAT",0.823776541823937,0.923776541823937,0.65191934,0,"Below Best Observed","Within Reference",NA,"Non-flow related",157.367317160497,NA,"Non-flow related","Non-flow related","Non-flow related",0.65191934
"484","FA_Mag","408M03019",2015,"SB0",0.593786328725297,0.693786328725297,0.71478848,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",413.015446959209,490.876262131489,"Non-flow related","Non-flow related","Non-flow related",0.71478848
"485","FA_Mag","906M23318",2015,"NAT",0.750468916269,0.850468916269,0.40645762,24.32,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",36.8037995498886,NA,"10 - 50%","10 - 50%",NA,0.40645762
"486","FA_Mag","SMC00476",2009,"NAT",0.824849575267359,0.924849575267359,1.0184354,0,"Above Reference","Within Reference",NA,"No Action/Protect",175.572409344414,NA,"No Action","No Action","No Action",1.0184354
"487","FA_Mag","SMC01452",2010,"HB",0.514525706052277,0.614525706052277,0.39455766,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",51.164718202966,338.403423362016,"Non-flow related","Non-flow related","Non-flow related",0.39455766
"488","FA_Mag","SMC04399",2009,"NAT",0.829713024407837,0.929713024407837,0.64968236,0,"Below Best Observed","Within Reference",NA,"Non-flow related",329.340533070332,NA,"Non-flow related","Non-flow related","Non-flow related",0.64968236
"489","FA_Mag","SMC06302",2012,"SB2",0.622168332676865,0.722168332676865,0.53709324,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",387.366258031038,674.512468063995,"Non-flow related","Non-flow related","Non-flow related",0.53709324
"490","FA_Mag","SMC11727",2010,"NAT",0.828334225940596,0.928334225940596,0.90018908,0,"Above Reference","Within Reference",NA,"No Action/Protect",266.912844275649,NA,"No Action","No Action","No Action",0.90018908
"491","FA_Mag","911M24945",2017,"NAT",0.831750628814336,0.931750628814336,0.74180933,0,"Below Best Observed","Within Reference",NA,"Non-flow related",493.512260823133,NA,"Non-flow related","Non-flow related","Non-flow related",0.74180933
"492","FA_Mag","SMC13214",2013,"SB2",0.475753412680283,0.575753412680283,0.45440705,39.04,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",47.4344262855176,30.0336695957369,"10 - 50%","10 - 50%","10 - 50%",0.45440705
"493","FA_Mag","405PS0030",2021,"NAT",0.832875280237204,0.932875280237204,0.71424503,0,"Below Best Observed","Within Reference",NA,"Non-flow related",675.976072106245,NA,"Non-flow related","Non-flow related","Non-flow related",0.71424503
"494","FA_Mag","403M01629",2020,"NAT",0.831864885888362,0.931864885888362,0.83371596,0,"Above Reference","Within Reference",NA,"No Action/Protect",507.471991089009,NA,"No Action","No Action","No Action",0.83371596
"495","FA_Mag","404M07376",2019,"NAT",0.808536270021284,0.908536270021284,0.96669337,0,"Above Reference","Within Reference",NA,"No Action/Protect",43.9120325390194,NA,"No Action","No Action","No Action",0.96669337
"496","FA_Mag","SMC01384",2020,"NAT",0.819877262637178,0.919877262637178,0.84384812,0,"Above Reference","Within Reference",NA,"No Action/Protect",110.214515682875,NA,"No Action","No Action","No Action",0.84384812
"497","FA_Mag","SMC01174",2011,"NAT",0.811755068471594,0.911755068471594,0.72977406,0,"Below Best Observed","Within Reference",NA,"Non-flow related",57.1362640821237,NA,"Non-flow related","Non-flow related","Non-flow related",0.72977406
"498","FA_Mag","404M07349",2015,"NAT",0.819877262637178,0.919877262637178,0.72473013,0,"Below Best Observed","Within Reference",NA,"Non-flow related",110.214515682875,NA,"Non-flow related","Non-flow related","Non-flow related",0.72473013
"499","FA_Mag","SMC04239",2009,"NAT",0.836034832654325,0.936034832654325,0.79716481,0,"Above Reference","Within Reference",NA,"No Action/Protect",16333.9608147653,NA,"No Action","No Action","No Action",0.79716481
"500","FA_Mag","SMC02484",2013,"HB",0.380856168761675,0.480856168761675,0.52408964,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",86.9573704476874,62.1741533781775,"Over 50%","Less than 10%","Over 50%",0.52408964
"501","FA_Mag","SMC02591",2011,"NAT",0.825253591475304,0.925253591475304,0.89992222,0,"Above Reference","Within Reference",NA,"No Action/Protect",183.295902622637,NA,"No Action","No Action","No Action",0.89992222
"502","FA_Mag","SMC04661",2014,"NAT",0.838657728246199,0.938657728246199,0.93130374,0,"Above Reference","Within Reference",NA,"No Action/Protect",395.08354045517,NA,"No Action","No Action","No Action",0.93130374
"503","FA_Mag","SMC18046",2013,"SB1",0.861720824209484,0.961720824209484,0.81859748,0,"Above Reference","Within Reference",NA,"No Action/Protect",411.444230060845,NA,"No Action","No Action","No Action",0.81859748
"504","FA_Mag","403M01619",2021,"NAT",0.831503923124486,0.931503923124486,0.6893958,0,"Below Best Observed","Within Reference",NA,"Non-flow related",465.79410955353,NA,"Non-flow related","Non-flow related","Non-flow related",0.6893958
"505","FA_Mag","403M05832",2019,"NAT",0.823677683814495,0.923677683814495,0.85937319,0,"Above Reference","Within Reference",NA,"No Action/Protect",155.83766678021,NA,"No Action","No Action","No Action",0.85937319
"506","FA_Mag","902M20301",2020,"NAT",0.838598066292821,0.938598066292821,0.83320275,0,"Above Reference","Within Reference",NA,"No Action/Protect",365.266699889955,NA,"No Action","No Action","No Action",0.83320275
"507","FA_Mag","907M23408",2020,"NAT",0.835396417367046,0.935396417367046,0.36103358,0,"Below Best Observed","Within Reference",NA,"Non-flow related",4282.19400698016,NA,"Non-flow related","Non-flow related","Non-flow related",0.36103358
"508","FA_Mag","403M01560",2019,"NAT",0.806229891168408,0.906229891168408,0.44703778,0,"Below Best Observed","Within Reference",NA,"Non-flow related",19.3699975496343,NA,"Non-flow related","Non-flow related","Non-flow related",0.44703778
"509","FA_Mag","SMC03304",2011,"HB",0.522878236905456,0.622878236905456,0.591619,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",135.686755466651,583.531723976306,"Non-flow related","Non-flow related","Non-flow related",0.591619
"510","FA_Mag","SMC05296",2012,"NAT",0.831803116143144,0.931803116143144,0.93834398,0,"Above Reference","Within Reference",NA,"No Action/Protect",499.830354452917,NA,"No Action","No Action","No Action",0.93834398
"511","FA_Mag","901M14138",2017,"NAT",0.831569114901811,0.931569114901811,0.80679255,0,"Above Reference","Within Reference",NA,"No Action/Protect",472.818582745629,NA,"No Action","No Action","No Action",0.80679255
"512","FA_Mag","404M07362",2017,"NAT",0.823776541823937,0.923776541823937,0.38852855,0,"Below Best Observed","Within Reference",NA,"Non-flow related",157.367317160497,NA,"Non-flow related","Non-flow related","Non-flow related",0.38852855
"513","FA_Mag","801M12611",2015,"SB2",0.475753412680283,0.575753412680283,0.46342111,39.04,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",47.4344262855176,30.0336695957369,"10 - 50%","10 - 50%","10 - 50%",0.46342111
"514","FA_Mag","902M18864",2015,"NAT",0.823518947943804,0.923518947943804,1.06967041,0,"Above Reference","Within Reference",NA,"No Action/Protect",153.428177274502,NA,"No Action","No Action","No Action",1.06967041
"515","FA_Mag","907BCT",2014,"NAT",0.822542057333591,0.922542057333591,0.9583806,0,"Above Reference","Within Reference",NA,"No Action/Protect",139.752517785424,NA,"No Action","No Action","No Action",0.9583806
"516","FA_Mag","SMC02270",2010,"HB",0.525417092032784,0.625417092032784,0.63508318,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",202.160985345458,776.318309964538,"Non-flow related","Non-flow related","Non-flow related",0.63508318
"517","FA_Mag","SMC02284",2013,"HB",0.490735386340371,0.590735386340371,0.41568411,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",14.0371794330636,149.306817532639,"10 - 50%","Less than 10%",NA,0.41568411
"518","FA_Mag","801M16916",2016,"NAT",0.836694453045153,0.936694453045153,0.73325394,0,"Below Best Observed","Within Reference",NA,"Non-flow related",197.34015456301,NA,"Non-flow related","Non-flow related","Non-flow related",0.73325394
"519","FA_Mag","909M24969",2020,"NAT",0.830983382184147,0.930983382184147,0.99437135,0,"Above Reference","Within Reference",NA,"No Action/Protect",416.227489839582,NA,"No Action","No Action","No Action",0.99437135
"520","FA_Mag","SMC01278",2021,"HB",0.405684299598715,0.505684299598715,0.37555803,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",89.3018086741635,68.973423449702,"Over 50%","Less than 10%","Over 50%",0.37555803
"521","FA_Mag","SMC09534",2018,"HB",0.362870638765995,0.462870638765995,0.41038968,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.41038968
"522","FA_Mag","SMC16169",2015,"NAT",0.821943437715382,0.921943437715382,0.79950826,0,"Above Reference","Within Reference",NA,"No Action/Protect",132.234645653165,NA,"No Action","No Action","No Action",0.79950826
"523","FA_Mag","403M05758",2015,"NAT",0.826373199391435,0.926373199391435,0.79569974,0,"Above Reference","Within Reference",NA,"No Action/Protect",207.838559878328,NA,"No Action","No Action","No Action",0.79569974
"524","FA_Mag","904M21720",2015,"NAT",0.824213740169317,0.924213740169317,0.75104196,0,"Below Best Observed","Within Reference",NA,"Non-flow related",164.414994014873,NA,"Non-flow related","Non-flow related","Non-flow related",0.75104196
"525","FA_Mag","SMC00729",2009,"NAT",0.83233920818574,0.93233920818574,0.68295207,0,"Below Best Observed","Within Reference",NA,"Non-flow related",574.814547380301,NA,"Non-flow related","Non-flow related","Non-flow related",0.68295207
"526","FA_Mag","SMC03737",2012,"HB",0.528602539949026,0.628602539949026,0.52039334,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",483.207557051526,1591.40122497824,"Non-flow related","Non-flow related","Non-flow related",0.52039334
"527","FA_Mag","SMC09564",2010,"SB0",0.591026020509498,0.691026020509498,0.61535722,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",235.751755515838,286.709101020613,"Non-flow related","Non-flow related","Non-flow related",0.61535722
"528","FA_Mag","SMC11181",2011,"HB",0.512982734644457,0.612982734644457,0.50949656,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",43.0102022495883,314.753938533016,"Non-flow related","Non-flow related","Non-flow related",0.50949656
"529","FA_Mag","403M01580",2019,"NAT",0.806229891168408,0.906229891168408,0.54860281,0,"Below Best Observed","Within Reference",NA,"Non-flow related",19.3699975496343,NA,"Non-flow related","Non-flow related","Non-flow related",0.54860281
"530","FA_Mag","906M21790",2020,"NAT",0.819321614189065,0.919321614189065,0.72709217,0,"Below Best Observed","Within Reference",NA,"Non-flow related",105.13783838862,NA,"Non-flow related","Non-flow related","Non-flow related",0.72709217
"531","FA_Mag","SMC16980",2011,"NAT",0.829962955257457,0.929962955257457,0.99551735,0,"Above Reference","Within Reference",NA,"No Action/Protect",343.603133039206,NA,"No Action","No Action","No Action",0.99551735
