"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","Flow.Metric.Name","Change_in_Flow.Metric_Value_(cfs)","CSCI.Threshold","CSCI.Level","0.3","0.5","0.9","Flow.Alteration.Stress"
"553","SMC04121",33.18466,-117.19833,904,"San Diego","Central San Diego",0.51538713,2012-07-09,2012,1,0.51538713,"Natural","Wet-season median baseflow",6.26953712953712,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"554","SMC04121",33.18466,-117.19833,904,"San Diego","Central San Diego",0.51538713,2012-07-09,2012,1,0.51538713,"Natural","Magnitude of largest annual storm",-18.1338509261333,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"555","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Dry-season median baseflow",1.17362454212454,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"556","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Fall pulse magnitude",12.3495514797203,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"557","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","10-year flood magnitude",-19.9215547785547,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"558","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","2-year flood magnitude",-24.1573123543124,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"559","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","5-year flood magnitude",-104.120774991675,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"560","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Spring recession magnitude",55.8217945387945,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"561","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Wet-season low baseflow",-1.6518327006327,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"562","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Wet-season median baseflow",-2.58270995670996,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"563","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural","Magnitude of largest annual storm",-18.5900663625706,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"564","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Dry-season median baseflow",0.710446137196138,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"565","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Fall pulse magnitude",15.4937495458017,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"566","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","10-year flood magnitude",211.472424309024,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"567","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","2-year flood magnitude",-8.77042107892109,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"568","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","5-year flood magnitude",61.660359007659,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Unlikely Stressed"
"569","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Spring recession magnitude",110.866344488844,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"570","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Wet-season low baseflow",2.2301159007659,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"571","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Wet-season median baseflow",9.56416391941391,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"572","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural","Magnitude of largest annual storm",-31.5092102394217,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"573","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Dry-season median baseflow",1.3599875957376,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"574","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Fall pulse magnitude",19.5766958914546,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"575","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","10-year flood magnitude",568.141651515151,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"576","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","2-year flood magnitude",-66.3725765900765,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"577","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","5-year flood magnitude",259.748318881119,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Unlikely Stressed"
"578","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Spring recession magnitude",61.6985198135198,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"579","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Wet-season low baseflow",-2.48618984348984,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"580","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Wet-season median baseflow",9.23632683982684,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"581","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural","Magnitude of largest annual storm",-37.0617161257663,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"582","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","Fall pulse magnitude",37.5680999974904,0.67,"Unhealthy Biology","-89 to 14","-143 to 78","-227 to 248","Unlikely Stressed"
"583","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","10-year flood magnitude",-420.628849816849,0.67,"Unhealthy Biology","0 to 178","-1419 to 4812","-18486 to 8060","Unlikely Stressed"
"584","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","2-year flood magnitude",-296.986778887779,0.67,"Unhealthy Biology","0 to 0","-2012 to 929","-7944 to 2334","Unlikely Stressed"
"585","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","5-year flood magnitude",-29.9608074925075,0.67,"Unhealthy Biology","0 to 0","-1804 to 3702","-18606 to 5693","Unlikely Stressed"
"586","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","Spring recession magnitude",133.385334498835,0.67,"Unhealthy Biology","0 to 0","-633 to 972","-1127 to 2290","Unlikely Stressed"
"587","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","Wet-season low baseflow",-0.0252048451548451,0.67,"Unhealthy Biology","0 to 0","-12 to 14","-89 to 44","Unlikely Stressed"
"588","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","Wet-season median baseflow",7.44217632367631,0.67,"Unhealthy Biology","0 to 0","-44 to 45","-368 to 205","Unlikely Stressed"
"589","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom","Magnitude of largest annual storm",-460.317546516965,0.67,"Unhealthy Biology","0 to 0","-2586 to 0","-12692 to 1251","Unlikely Stressed"
"590","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Dry-season median baseflow",2.49595596070596,0.67,"Unhealthy Biology","-9 to 1","-19 to 9","-29 to 27","Unlikely Stressed"
"591","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Fall pulse magnitude",47.2665179171535,0.67,"Unhealthy Biology","-89 to 14","-143 to 78","-227 to 248","Unlikely Stressed"
"592","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","10-year flood magnitude",-325.481363603064,0.67,"Unhealthy Biology","0 to 178","-1419 to 4812","-18486 to 8060","Unlikely Stressed"
"593","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","2-year flood magnitude",73.4874663669665,0.67,"Unhealthy Biology","0 to 0","-2012 to 929","-7944 to 2334","Unlikely Stressed"
"594","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","5-year flood magnitude",-16.9723305028306,0.67,"Unhealthy Biology","0 to 0","-1804 to 3702","-18606 to 5693","Unlikely Stressed"
"595","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Spring recession magnitude",95.1436396936397,0.67,"Unhealthy Biology","0 to 0","-633 to 972","-1127 to 2290","Unlikely Stressed"
"596","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Wet-season low baseflow",-1.85258285048285,0.67,"Unhealthy Biology","0 to 0","-12 to 14","-89 to 44","Unlikely Stressed"
"597","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Wet-season median baseflow",15.8373964368964,0.67,"Unhealthy Biology","0 to 0","-44 to 45","-368 to 205","Unlikely Stressed"
"598","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom","Magnitude of largest annual storm",-55.9190197212832,0.67,"Unhealthy Biology","0 to 0","-2586 to 0","-12692 to 1251","Unlikely Stressed"
"599","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Dry-season median baseflow",1.06080627705628,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"600","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Fall pulse magnitude",16.9714560665177,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"601","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","10-year flood magnitude",33.6192321345322,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Unlikely Stressed"
"602","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","2-year flood magnitude",-144.203689310689,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"603","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","5-year flood magnitude",74.9715786879788,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Unlikely Stressed"
"604","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Spring recession magnitude",131.21438028638,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"605","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Wet-season low baseflow",2.45090834165834,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"606","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Wet-season median baseflow",11.5108139360639,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"607","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural","Magnitude of largest annual storm",-46.137752218428,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"608","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Dry-season median baseflow",1.33734315684316,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"609","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Fall pulse magnitude",32.2108036725351,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"610","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","10-year flood magnitude",2130.75711738262,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"611","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","2-year flood magnitude",1243.63397036297,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"612","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","5-year flood magnitude",2312.64063086914,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"613","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Spring recession magnitude",113.283482184482,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"614","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Wet-season low baseflow",1.49478777888778,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"615","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Wet-season median baseflow",12.2232605727606,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"616","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural","Magnitude of largest annual storm",388.640900277401,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Unlikely Stressed"
"617","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Dry-season median baseflow",12.8206654179154,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Likely Stressed"
"618","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Fall pulse magnitude",114.569050403337,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"619","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","10-year flood magnitude",-83.356285914086,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"620","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","2-year flood magnitude",479.045781052282,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"621","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","5-year flood magnitude",450.678895571096,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"622","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Spring recession magnitude",233.346812687313,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"623","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Wet-season low baseflow",13.0810298867799,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"624","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Wet-season median baseflow",22.9034606227107,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"625","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural","Magnitude of largest annual storm",85.115203930271,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Unlikely Stressed"
"626","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Dry-season median baseflow",3.10044846819847,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Likely Stressed"
"627","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Fall pulse magnitude",13.2166791404837,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"628","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","10-year flood magnitude",75.4189653679654,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"629","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","2-year flood magnitude",-104.268286047286,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"630","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","5-year flood magnitude",38.6089547785548,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Unlikely Stressed"
"631","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Spring recession magnitude",191.161366799867,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"632","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Wet-season low baseflow",1.31196040626041,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Unlikely Stressed"
"633","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Wet-season median baseflow",19.3795373792874,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"634","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural","Magnitude of largest annual storm",-35.5349889142129,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"635","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Dry-season median baseflow",-12.3148715451215,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Likely Stressed"
"636","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Fall pulse magnitude",24.5761715364198,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"637","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","10-year flood magnitude",75.2488776889777,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"638","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","2-year flood magnitude",-270.867028138528,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"639","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","5-year flood magnitude",-35.4463373293374,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"640","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Spring recession magnitude",294.947842324343,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"641","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Wet-season low baseflow",11.386760955711,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"642","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Wet-season median baseflow",32.0420677655678,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"643","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural","Magnitude of largest annual storm",-22.9169086812015,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"644","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Dry-season median baseflow",-0.303796953046953,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"645","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Fall pulse magnitude",10.1304479063665,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"646","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","10-year flood magnitude",88.4933469863471,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"647","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","2-year flood magnitude",-56.9353203463203,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"648","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","5-year flood magnitude",-35.117732967033,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"649","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Spring recession magnitude",51.5292535797536,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"650","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Wet-season low baseflow",-1.34169458874459,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"651","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Wet-season median baseflow",-2.24773501498502,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"652","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural","Magnitude of largest annual storm",-545.258496722465,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"653","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","Dry-season median baseflow",2.29352122877123,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Likely Stressed"
"654","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","Fall pulse magnitude",18.2727295971411,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"655","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","10-year flood magnitude",1105.8568036963,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"656","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","2-year flood magnitude",94.8342266067267,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"657","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","5-year flood magnitude",447.876364269065,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"658","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","Spring recession magnitude",256.471845654345,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"659","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural","Wet-season low baseflow",2.2776376956377,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
