"","masterid","longitude","latitude","county","sampleyear","CSCI.Score","Modified.Class","Flow.Metric.Name","Change_in_Flow.Metric_Value_(cfs)","CSCI.Threshold","CSCI.Level","Flow.Alteration.Stress"
"493","404M04599",-118.92442,34.09458,"Ventura",2016,1.01188578,"Natural","Wet-season low baseflow",9.78859618714619,0.79,"Healthy Biology","Likely Stressed"
"494","404M04599",-118.92442,34.09458,"Ventura",2016,1.01188578,"Natural","Wet-season median baseflow",18.3503515651016,0.79,"Healthy Biology","Likely Stressed"
"495","404M04599",-118.92442,34.09458,"Ventura",2016,1.01188578,"Natural","Magnitude of largest annual storm",-14.440854180754,0.79,"Healthy Biology","Likely Stressed"
"496","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Dry-season median baseflow",13.157228021978,0.79,"Unhealthy Biology","Likely Stressed"
"497","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Fall pulse magnitude",136.975883357163,0.79,"Unhealthy Biology","Likely Stressed"
"498","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","10-year flood magnitude",4682.14473533132,0.79,"Unhealthy Biology","Likely Stressed"
"499","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","2-year flood magnitude",966.287653346652,0.79,"Unhealthy Biology","Likely Stressed"
"500","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","5-year flood magnitude",2483.90294525474,0.79,"Unhealthy Biology","Likely Stressed"
"501","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Spring recession magnitude",876.145933066934,0.79,"Unhealthy Biology","Likely Stressed"
"502","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Wet-season low baseflow",29.7559135031635,0.79,"Unhealthy Biology","Very Likely Stressed"
"503","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Wet-season median baseflow",61.7637839660341,0.79,"Unhealthy Biology","Likely Stressed"
"504","404M04672",-118.7893,34.1868,"Ventura",2020,0.71905757,"Natural","Magnitude of largest annual storm",441.90573620269,0.79,"Unhealthy Biology","Likely Stressed"
"505","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Dry-season median baseflow",1.9090805028305,0.75,"Unhealthy Biology","Unlikely Stressed"
"506","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Fall pulse magnitude",31.8486237021096,0.75,"Unhealthy Biology","Unlikely Stressed"
"507","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","10-year flood magnitude",1294.86556453546,0.75,"Unhealthy Biology","Unlikely Stressed"
"508","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","2-year flood magnitude",-205.620546287046,0.75,"Unhealthy Biology","Unlikely Stressed"
"509","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","5-year flood magnitude",997.368047985348,0.75,"Unhealthy Biology","Unlikely Stressed"
"510","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Spring recession magnitude",399.914451810094,0.75,"Unhealthy Biology","Unlikely Stressed"
"511","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Wet-season low baseflow",11.6914942723943,0.75,"Unhealthy Biology","Likely Stressed"
"512","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Wet-season median baseflow",34.8744464701965,0.75,"Unhealthy Biology","Likely Stressed"
"513","404M04674",-118.85088,34.1462,"Ventura",2019,0.43308771,"Soft Bottom (2)","Magnitude of largest annual storm",-37.4934760405099,0.75,"Unhealthy Biology","Unlikely Stressed"
"514","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Dry-season median baseflow",1.45094413919414,0.79,"Unhealthy Biology","Unlikely Stressed"
"515","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Fall pulse magnitude",26.2643849325692,0.79,"Unhealthy Biology","Likely Stressed"
"516","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","10-year flood magnitude",437.987385281386,0.79,"Unhealthy Biology","Unlikely Stressed"
"517","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","2-year flood magnitude",327.684121045622,0.79,"Unhealthy Biology","Likely Stressed"
"518","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","5-year flood magnitude",334.338282384282,0.79,"Unhealthy Biology","Unlikely Stressed"
"519","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Spring recession magnitude",165.694842657343,0.79,"Unhealthy Biology","Likely Stressed"
"520","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Wet-season low baseflow",3.96608929403929,0.79,"Unhealthy Biology","Likely Stressed"
"521","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Wet-season median baseflow",9.72570454545455,0.79,"Unhealthy Biology","Likely Stressed"
"522","404M07346",-118.39639,33.8024,"Los Angeles",2015,0.65191934,"Natural","Magnitude of largest annual storm",6.05855253037307,0.79,"Unhealthy Biology","Likely Stressed"
"523","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Dry-season median baseflow",5.94519821844822,0.79,"Unhealthy Biology","Likely Stressed"
"524","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Fall pulse magnitude",32.1556970745221,0.79,"Unhealthy Biology","Likely Stressed"
"525","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","10-year flood magnitude",-281.840849084249,0.79,"Unhealthy Biology","Likely Stressed"
"526","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","2-year flood magnitude",-494.781606060606,0.79,"Unhealthy Biology","Likely Stressed"
"527","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","5-year flood magnitude",-567.576056776556,0.79,"Unhealthy Biology","Likely Stressed"
"528","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Spring recession magnitude",376.167808191809,0.79,"Unhealthy Biology","Likely Stressed"
"529","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Wet-season low baseflow",15.9404168664668,0.79,"Unhealthy Biology","Likely Stressed"
"530","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Wet-season median baseflow",29.5838857808858,0.79,"Unhealthy Biology","Likely Stressed"
"531","404M07349",-118.70166,34.07803,"Los Angeles",2015,0.72232365,"Natural","Magnitude of largest annual storm",-255.386352034046,0.79,"Unhealthy Biology","Likely Stressed"
"532","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Dry-season median baseflow",1.45094413919414,0.79,"Unhealthy Biology","Unlikely Stressed"
"533","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Fall pulse magnitude",26.2643849325692,0.79,"Unhealthy Biology","Likely Stressed"
"534","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","10-year flood magnitude",437.987385281386,0.79,"Unhealthy Biology","Unlikely Stressed"
"535","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","2-year flood magnitude",327.684121045622,0.79,"Unhealthy Biology","Likely Stressed"
"536","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","5-year flood magnitude",334.338282384282,0.79,"Unhealthy Biology","Unlikely Stressed"
"537","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Spring recession magnitude",165.694842657343,0.79,"Unhealthy Biology","Likely Stressed"
"538","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Wet-season low baseflow",3.96608929403929,0.79,"Unhealthy Biology","Likely Stressed"
"539","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Wet-season median baseflow",9.72570454545455,0.79,"Unhealthy Biology","Likely Stressed"
"540","404M07362",-118.38703,33.8009,"Los Angeles",2017,0.38628353,"Natural","Magnitude of largest annual storm",6.05855253037307,0.79,"Unhealthy Biology","Likely Stressed"
"541","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Dry-season median baseflow",-12.3148715451215,0.79,"Unhealthy Biology","Unlikely Stressed"
"542","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Fall pulse magnitude",24.5761715364198,0.79,"Unhealthy Biology","Likely Stressed"
"543","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","10-year flood magnitude",75.2488776889777,0.79,"Unhealthy Biology","Unlikely Stressed"
"544","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","2-year flood magnitude",-270.867028138528,0.79,"Unhealthy Biology","Likely Stressed"
"545","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","5-year flood magnitude",-35.4463373293374,0.79,"Unhealthy Biology","Likely Stressed"
"546","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Spring recession magnitude",294.947842324343,0.79,"Unhealthy Biology","Likely Stressed"
"547","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Wet-season low baseflow",11.386760955711,0.79,"Unhealthy Biology","Likely Stressed"
"548","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Wet-season median baseflow",32.0420677655678,0.79,"Unhealthy Biology","Likely Stressed"
"549","404M07372",-118.75743,34.13604,"Los Angeles",2019,0.53849206,"Natural","Magnitude of largest annual storm",-22.9169086812015,0.79,"Unhealthy Biology","Likely Stressed"
"550","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Dry-season median baseflow",5.03356368631369,0.79,"Healthy Biology","Likely Stressed"
"551","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Fall pulse magnitude",189.202063455605,0.79,"Healthy Biology","Likely Stressed"
"552","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","10-year flood magnitude",8059.89071245416,0.79,"Healthy Biology","Likely Stressed"
"553","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","2-year flood magnitude",1462.74963819513,0.79,"Healthy Biology","Likely Stressed"
"554","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","5-year flood magnitude",5536.06320509488,0.79,"Healthy Biology","Likely Stressed"
"555","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Spring recession magnitude",2290.40592873793,0.79,"Healthy Biology","Very Likely Stressed"
"556","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Wet-season low baseflow",26.5424684149184,0.79,"Healthy Biology","Likely Stressed"
"557","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Wet-season median baseflow",116.726395770896,0.79,"Healthy Biology","Likely Stressed"
"558","404M07375",-118.6697,34.0915,"Los Angeles",2019,0.85167923,"Natural","Magnitude of largest annual storm",1250.5968613783,0.79,"Healthy Biology","Likely Stressed"
"559","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Dry-season median baseflow",6.13190501165501,0.79,"Healthy Biology","Likely Stressed"
"560","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Fall pulse magnitude",46.9703204638789,0.79,"Healthy Biology","Likely Stressed"
"561","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","10-year flood magnitude",-37.8404761904762,0.79,"Healthy Biology","Likely Stressed"
"562","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","2-year flood magnitude",-253.219788544789,0.79,"Healthy Biology","Likely Stressed"
"563","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","5-year flood magnitude",-86.4672123543123,0.79,"Healthy Biology","Likely Stressed"
"564","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Spring recession magnitude",377.478451881452,0.79,"Healthy Biology","Likely Stressed"
"565","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Wet-season low baseflow",7.38383586413586,0.79,"Healthy Biology","Likely Stressed"
"566","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Wet-season median baseflow",36.7342737262737,0.79,"Healthy Biology","Likely Stressed"
"567","404M07376",-118.68792,34.08222,"Los Angeles",2019,0.95536944,"Natural","Magnitude of largest annual storm",4.25051892285251,0.79,"Healthy Biology","Likely Stressed"
"568","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Dry-season median baseflow",-12.2561104728605,0.79,"Unhealthy Biology","Unlikely Stressed"
"569","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Fall pulse magnitude",129.583211663408,0.79,"Unhealthy Biology","Likely Stressed"
"570","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","10-year flood magnitude",4696.27848341657,0.79,"Unhealthy Biology","Likely Stressed"
"571","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","2-year flood magnitude",733.92212037962,0.79,"Unhealthy Biology","Likely Stressed"
"572","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","5-year flood magnitude",2319.95130969031,0.79,"Unhealthy Biology","Likely Stressed"
"573","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Spring recession magnitude",863.581061105562,0.79,"Unhealthy Biology","Likely Stressed"
"574","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Wet-season low baseflow",23.6637411588411,0.79,"Unhealthy Biology","Likely Stressed"
"575","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Wet-season median baseflow",62.5481487678987,0.79,"Unhealthy Biology","Likely Stressed"
"576","404R4S009",-118.76169,34.17601,"Ventura",2015,0.58002046,"Natural","Magnitude of largest annual storm",467.566392482427,0.79,"Unhealthy Biology","Likely Stressed"
"577","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Dry-season median baseflow",0.669768648018649,0.79,"Unhealthy Biology","Unlikely Stressed"
"578","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Fall pulse magnitude",27.8745270018264,0.79,"Unhealthy Biology","Likely Stressed"
"579","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","10-year flood magnitude",133.813598534799,0.79,"Unhealthy Biology","Unlikely Stressed"
"580","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","2-year flood magnitude",-0.805670995670993,0.79,"Unhealthy Biology","Likely Stressed"
"581","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","5-year flood magnitude",56.4263424575424,0.79,"Unhealthy Biology","Unlikely Stressed"
"582","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Spring recession magnitude",293.694909423909,0.79,"Unhealthy Biology","Likely Stressed"
"583","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Wet-season low baseflow",1.69420118215118,0.79,"Unhealthy Biology","Unlikely Stressed"
"584","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Wet-season median baseflow",14.4123246753247,0.79,"Unhealthy Biology","Likely Stressed"
"585","404S44642",-118.70306,34.16873,"Ventura",2013,0.59523995,"Natural","Magnitude of largest annual storm",12.7412024313441,0.79,"Unhealthy Biology","Likely Stressed"
"586","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Dry-season median baseflow",-0.364449716949717,0.79,"Healthy Biology","Unlikely Stressed"
"587","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Fall pulse magnitude",14.3228113348713,0.79,"Healthy Biology","Unlikely Stressed"
"588","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","10-year flood magnitude",-215.840048717949,0.79,"Healthy Biology","Likely Stressed"
"589","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","2-year flood magnitude",-78.9161210456209,0.79,"Healthy Biology","Likely Stressed"
"590","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","5-year flood magnitude",-133.644597968698,0.79,"Healthy Biology","Likely Stressed"
"591","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Spring recession magnitude",11.2378173493174,0.79,"Healthy Biology","Likely Stressed"
"592","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Wet-season low baseflow",-5.66338409923409,0.79,"Healthy Biology","Likely Stressed"
"593","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Wet-season median baseflow",-8.38006443556442,0.79,"Healthy Biology","Likely Stressed"
"594","405BH2Axx",-117.8732,34.2429,"Los Angeles",2010,1.13861662,"Natural","Magnitude of largest annual storm",-144.330210473307,0.79,"Healthy Biology","Likely Stressed"
"595","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Dry-season median baseflow",-4.94301723276723,0.79,"Healthy Biology","Unlikely Stressed"
"596","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Fall pulse magnitude",10.6978833287193,0.79,"Healthy Biology","Unlikely Stressed"
"597","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","10-year flood magnitude",-760.401035664336,0.79,"Healthy Biology","Likely Stressed"
"598","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","2-year flood magnitude",-205.869539294039,0.79,"Healthy Biology","Likely Stressed"
"599","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","5-year flood magnitude",-196.367404262404,0.79,"Healthy Biology","Likely Stressed"
"600","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Spring recession magnitude",19.6823538128538,0.79,"Healthy Biology","Likely Stressed"
"601","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Wet-season low baseflow",-8.89001683316684,0.79,"Healthy Biology","Likely Stressed"
"602","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Wet-season median baseflow",-34.2416755744256,0.79,"Healthy Biology","Likely Stressed"
"603","405BH3Axx",-117.7719,34.22984,"Los Angeles",2010,1.07163554,"Natural","Magnitude of largest annual storm",-75.4900161117487,0.79,"Healthy Biology","Likely Stressed"
"604","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Dry-season median baseflow",2.78732467532468,0.67,"Unhealthy Biology","Unlikely Stressed"
"605","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Fall pulse magnitude",44.1503102117192,0.67,"Unhealthy Biology","Unlikely Stressed"
"606","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","10-year flood magnitude",-1125.01956576756,0.67,"Unhealthy Biology","Unlikely Stressed"
"607","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","2-year flood magnitude",-34.979111055611,0.67,"Unhealthy Biology","Unlikely Stressed"
"608","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","5-year flood magnitude",-104.908174392274,0.67,"Unhealthy Biology","Unlikely Stressed"
"609","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Spring recession magnitude",235.309578255078,0.67,"Unhealthy Biology","Unlikely Stressed"
"610","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Wet-season low baseflow",2.67046258741259,0.67,"Unhealthy Biology","Unlikely Stressed"
"611","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Wet-season median baseflow",12.4427177822178,0.67,"Unhealthy Biology","Unlikely Stressed"
"612","405M10598",-117.77146,34.06991,"Los Angeles",2021,0.4495857,"Hard Bottom","Magnitude of largest annual storm",-102.672559322027,0.67,"Unhealthy Biology","Unlikely Stressed"
"613","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Dry-season median baseflow",22.6159293206793,0.67,"Unhealthy Biology","Likely Stressed"
"614","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Fall pulse magnitude",375.938941434555,0.67,"Unhealthy Biology","Very Likely Stressed"
"615","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","10-year flood magnitude",-3868.55909723609,0.67,"Unhealthy Biology","Likely Stressed"
"616","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","2-year flood magnitude",-410.214877455878,0.67,"Unhealthy Biology","Unlikely Stressed"
"617","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","5-year flood magnitude",-2296.03028205128,0.67,"Unhealthy Biology","Unlikely Stressed"
"618","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Spring recession magnitude",-132.915457042957,0.67,"Unhealthy Biology","Unlikely Stressed"
"619","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Wet-season low baseflow",-19.9801487512487,0.67,"Unhealthy Biology","Likely Stressed"
"620","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Wet-season median baseflow",-44.0551388611387,0.67,"Unhealthy Biology","Unlikely Stressed"
"621","405M10600",-118.10127,33.85293,"Los Angeles",2016,0.41629424,"Hard Bottom","Magnitude of largest annual storm",-1053.8249808532,0.67,"Unhealthy Biology","Unlikely Stressed"
"622","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Dry-season median baseflow",-7.2275929070929,0.79,"Unhealthy Biology","Unlikely Stressed"
"623","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Fall pulse magnitude",8.71108598570344,0.79,"Unhealthy Biology","Unlikely Stressed"
"624","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","10-year flood magnitude",-661.003635431235,0.79,"Unhealthy Biology","Likely Stressed"
"625","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","2-year flood magnitude",-213.916558275058,0.79,"Unhealthy Biology","Likely Stressed"
"626","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","5-year flood magnitude",-205.04494991675,0.79,"Unhealthy Biology","Likely Stressed"
"627","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Spring recession magnitude",0.097607725607736,0.79,"Unhealthy Biology","Likely Stressed"
"628","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Wet-season low baseflow",-8.40095154845156,0.79,"Unhealthy Biology","Likely Stressed"
"629","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Wet-season median baseflow",-34.6422466699967,0.79,"Unhealthy Biology","Likely Stressed"
"630","405PS0030",-117.80523,34.23487,"Los Angeles",2021,0.70063647,"Natural","Magnitude of largest annual storm",-67.6645670291111,0.79,"Unhealthy Biology","Likely Stressed"
"631","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Dry-season median baseflow",7.4687977022977,0.75,"Unhealthy Biology","Likely Stressed"
"632","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Fall pulse magnitude",21.0799337001942,0.75,"Unhealthy Biology","Unlikely Stressed"
"633","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","10-year flood magnitude",-353.213931501831,0.75,"Unhealthy Biology","Unlikely Stressed"
"634","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","2-year flood magnitude",-76.3765815850816,0.75,"Unhealthy Biology","Unlikely Stressed"
"635","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","5-year flood magnitude",-108.032485680986,0.75,"Unhealthy Biology","Unlikely Stressed"
"636","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Spring recession magnitude",149.338601898102,0.75,"Unhealthy Biology","Unlikely Stressed"
"637","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Wet-season low baseflow",3.73330664335664,0.75,"Unhealthy Biology","Unlikely Stressed"
"638","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Wet-season median baseflow",6.38579045954046,0.75,"Unhealthy Biology","Unlikely Stressed"
"639","408BH5Cxx",-118.81234,34.28098,"Ventura",2010,0.63929339,"Soft Bottom (2)","Magnitude of largest annual storm",-17.9756135773154,0.75,"Unhealthy Biology","Unlikely Stressed"
"640","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Dry-season median baseflow",4.7196108058608,0.67,"Unhealthy Biology","Unlikely Stressed"
"641","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Fall pulse magnitude",28.6804164009224,0.67,"Unhealthy Biology","Unlikely Stressed"
"642","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","10-year flood magnitude",-217.065645687646,0.67,"Unhealthy Biology","Unlikely Stressed"
"643","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","2-year flood magnitude",-35.6943488178488,0.67,"Unhealthy Biology","Unlikely Stressed"
"644","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","5-year flood magnitude",-78.2476626040626,0.67,"Unhealthy Biology","Unlikely Stressed"
"645","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Spring recession magnitude",198.886442057942,0.67,"Unhealthy Biology","Unlikely Stressed"
"646","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Wet-season low baseflow",2.3796715855573,0.67,"Unhealthy Biology","Unlikely Stressed"
"647","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Wet-season median baseflow",11.6989975857476,0.67,"Unhealthy Biology","Unlikely Stressed"
"648","408CAL013",-118.74003,34.27133,"Ventura",2001,0.54993008,"Hard Bottom","Magnitude of largest annual storm",-26.3331222511474,0.67,"Unhealthy Biology","Unlikely Stressed"
"649","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","Dry-season median baseflow",4.7196108058608,0.67,"Healthy Biology","Unlikely Stressed"
"650","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","Fall pulse magnitude",28.6804164009224,0.67,"Healthy Biology","Unlikely Stressed"
"651","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","10-year flood magnitude",-217.065645687646,0.67,"Healthy Biology","Unlikely Stressed"
"652","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","2-year flood magnitude",-35.6943488178488,0.67,"Healthy Biology","Unlikely Stressed"
"653","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","5-year flood magnitude",-78.2476626040626,0.67,"Healthy Biology","Unlikely Stressed"
"654","408M03005",-118.74203,34.27001,"Ventura",2015,0.69375467,"Hard Bottom","Spring recession magnitude",198.886442057942,0.67,"Healthy Biology","Unlikely Stressed"
